A3C0773930091,A2C00048832,C100,79.5,61.5,270.0,False
A3C0773930091,A2C02319700,C101,72.8,56.4,270.0,False
A3C0773930091,A2C02916000,C102,70.5,50.3,180.0,False
A3C0773930091,A2C02317700,C103,71.2,51.9,90.00000000000001,False
A3C0773930091,A2C02318800,C106,22.9,20.3,360.0,False
A3C0773930091,A2C02318800,C107,20.7,21.05,270.0,False
A3C0773930091,A2C01345300,C109,121.1,7.3,180.0,False
A3C0773930091,A2C01345300,C110,122.1,4.7,90.00000000000001,False
A3C0773930091,A2C02317700,C111,55.8,56.4,90.00000000000001,False
A3C0773930091,A2C00048832,C114,35.7,41.9,270.0,False
A3C0773930091,A2C40002842,C115,62.0,60.25,360.0,False
A3C0773930091,A2C00048832,C116,24.6,41.9,270.0,False
A3C0773930091,A2C00048832,C118,46.7,33.2,180.0,False
A3C0773930091,A2C03176600,C120,66.5,121.5,180.0,False
A3C0773930091,A2C02318800,C124,89.8,19.6,180.0,False
A3C0773930091,A2C02318800,C125,90.1,21.8,270.0,False
A3C0773930091,A2C02318800,C126,54.9,7.7,360.0,False
A3C0773930091,A2C02318800,C127,54.0,4.3,90.00000000000001,False
A3C0773930091,A2C00048832,C128,91.3,62.1,270.0,False
A3C0773930091,A2C02318800,C129,58.95,7.9,360.0,False
A3C0773930091,A2C02318800,C130,57.3,4.4,90.00000000000001,False
A3C0773930091,A2C02318800,C131,134.9,4.5,180.0,False
A3C0773930091,A2C02318800,C132,135.6,7.0,270.0,False
A3C0773930091,A2C02318800,C133,21.6,4.1,360.0,False
A3C0773930091,A2C02318800,C134,21.0,6.4,270.0,False
A3C0773930091,A2C02318500,C135,84.6,4.55,180.0,False
A3C0773930091,A2C02318800,C136,27.1,4.1,360.0,False
A3C0773930091,A2C02318800,C137,25.9,6.5,270.0,False
A3C0773930091,A2C02318800,C138,75.2,4.4,180.0,False
A3C0773930091,A2C02318800,C139,71.9,4.4,180.0,False
A3C0773930091,A2C02318800,C140,62.4,4.3,180.0,False
A3C0773930091,A2C02318800,C141,65.6,4.4,180.0,False
A3C0773930091,A2C02318800,C142,68.9,4.3,180.0,False
A3C0773930091,A2C03176600,C144,49.8,127.2,360.0,False
A3C0773930091,A2C03176600,C145,44.5,117.3,270.0,False
A3C0773930091,A2C00010738,C146,62.1,121.9,270.0,False
A3C0773930091,A2C03176600,C147,30.6,64.0,360.0,False
A3C0773930091,A2C03176600,C151,31.5,68.7,90.00000000000001,False
A3C0773930091,A2C03176600,C152,31.0,72.0,270.0,False
A3C0773930091,A2C40002842,C154,60.9,121.9,270.0,False
A3C0773930091,A2C02026300,C157,56.45,61.35,270.0,False
A3C0773930091,A2C40002842,C160,59.9,121.9,270.0,False
A3C0773930091,A2C02318500,C202,127.7,4.4,180.0,False
A3C0773930091,A2C02317700,C221,102.05,41.45,360.0,False
A3C0773930091,A2C40000641,C223,114.5,4.2,180.0,False
A3C0773930091,A2C40000641,C224,58.8,21.9,270.0,False
A3C0773930091,A2C40000641,C225,118.0,4.3,180.0,False
A3C0773930091,A2C02916000,C227,96.4,23.4,90.00000000000001,False
A3C0773930091,A2C40006904,C229,139.0,3.8,360.0,False
A3C0773930091,A2C02026300,C240,100.4,43.95,90.00000000000001,False
A3C0773930091,A2C02319500,C306,100.2,8.6,360.0,False
A3C0773930091,A2C02318800,C307,49.0,6.0,90.00000000000001,False
A3C0773930091,A2C02318800,C308,46.7,5.3,360.0,False
A3C0773930091,A2C02318500,C310,71.45,24.6,180.0,False
A3C0773930091,A2C03176600,C311,69.8,122.5,180.0,False
A3C0773930091,A2C40006220,C320,108.9,26.4,360.0,False
A3C0773930091,A2C02319500,C321,107.4,6.6,90.00000000000001,False
A3C0773930091,A2C02319500,C322,104.8,6.6,90.00000000000001,False
A3C0773930091,A2C03176600,C327,49.5,121.8,270.0,False
A3C0773930091,A2C03176600,C328,50.9,121.3,360.0,False
A3C0773930091,A2C03176600,C329,68.3,27.9,270.0,False
A3C0773930091,A2C02318800,C332,124.7,6.95,180.0,False
A3C0773930091,A2C02318800,C333,125.6,4.75,90.00000000000001,False
A3C0773930091,A2C02318800,C400,151.7,96.3,270.0,False
A3C0773930091,A2C02318800,C401,152.5,98.9,180.0,False
A3C0773930091,A2C00010738,C402,134.3,134.1,90.00000000000001,False
A3C0773930091,A2C40000641,C403,152.5,129.9,180.0,False
A3C0773930091,A2C40006867,C404,116.0,97.3,90.00000000000001,False
A3C0773930091,A2C40006867,C405,115.8,93.0,180.0,False
A3C0773930091,A2C02318500,C406,134.35,96.15,90.00000000000001,False
A3C0773930091,A2C02318500,C407,134.5,91.95,360.0,False
A3C0773930091,A2C03176600,C409,71.4,122.0,270.0,False
A3C0773930091,A2C02317700,C412,108.6,88.8,360.0,False
A3C0773930091,A2C02317700,C413,112.6,99.3,180.0,False
A3C0773930091,A2C40000039,C414,128.2,132.3,360.0,False
A3C0773930091,A2C03169500,C417,91.6,98.3,360.0,False
A3C0773930091,A2C40000039,C419,75.6,107.0,180.0,False
A3C0773930091,A2C02916000,C423,128.2,90.3,360.0,False
A3C0773930091,A2C02916000,C424,128.2,85.9,90.00000000000001,False
A3C0773930091,A2C03176600,C425,67.9,122.0,90.00000000000001,False
A3C0773930091,A2C03176600,C426,43.5,114.9,270.0,False
A3C0773930091,A2C02318500,C429,138.35,22.95,90.00000000000001,False
A3C0773930091,A2C02318800,C430,137.8,90.3,270.0,False
A3C0773930091,A2C02318800,C431,135.7,89.6,180.0,False
A3C0773930091,A2C02319500,C432,141.0,77.4,270.0,False
A3C0773930091,A2C02319500,C433,139.1,83.9,270.0,False
A3C0773930091,A2C02319500,C434,137.8,87.4,90.00000000000001,False
A3C0773930091,A2C02318500,C435,152.8,118.75,180.0,False
A3C0773930091,A2C00048832,C501,92.4,130.8,0.0,False
A3C0773930091,A2C01802500,C502,115.0,109.7,270.0,False
A3C0773930091,A2C00762500,C504,108.9,101.3,180.0,False
A3C0773930091,A2C40006535,C506,113.6,109.7,270.0,False
A3C0773930091,A2C40000641,C509,105.5,100.3,90.00000000000001,False
A3C0773930091,A2C02916000,C511,99.8,134.7,270.0,False
A3C0773930091,A2C40006535,C512,112.45,129.95,360.0,False
A3C0773930091,A2C02318200,C513,103.6,116.1,270.0,False
A3C0773930091,A2C02872100,C515,108.55,113.55,360.0,False
A3C0773930091,000020421A000,C516,107.6,116.2,270.0,False
A3C0773930091,A2C00045810,C517,110.6,107.9,180.0,False
A3C0773930091,A2C02317700,C518,109.35,115.05,270.0,False
A3C0773930091,A2C01053100,C519,112.75,127.25,180.0,False
A3C0773930091,A2C40006535,C520,117.0,117.1,360.0,False
A3C0773930091,A2C00045637,C523,92.4,119.7,0.0,False
A3C0773930091,A2C40002842,C526,95.2,111.8,360.0,False
A3C0773930091,A2C00010738,C527,75.8,120.55,270.0,False
A3C0773930091,A2C02318900,C528,137.5,99.7,90.00000000000001,False
A3C0773930091,A2C02318900,C530,137.5,107.6,90.00000000000001,False
A3C0773930091,A2C02318900,C533,134.5,110.3,90.00000000000001,False
A3C0773930091,A2C02318900,C537,137.3,117.1,90.00000000000001,False
A3C0773930091,A2C02318900,C539,135.2,113.8,90.00000000000001,False
A3C0773930091,A2C02318900,C540,136.0,103.6,90.00000000000001,False
A3C0773930091,A2C02318900,C547,129.2,23.0,180.0,False
A3C0773930091,A2C02318900,C560,131.9,61.3,90.00000000000001,False
A3C0773930091,A2C02318900,C561,132.8,65.1,90.00000000000001,False
A3C0773930091,A2C01189900,C569,152.9,111.2,0.0,False
A3C0773930091,A2C02844600,C570,152.9,113.5,0.0,False
A3C0773930091,A2C02057500,C571,152.9,104.3,0.0,False
A3C0773930091,A2C02844600,C572,152.9,102.0,0.0,False
A3C0773930091,A2C02057500,C575,152.9,108.9,0.0,False
A3C0773930091,A2C02844600,C576,152.9,106.6,0.0,False
